"Year","County","Sex","Age","Harvest_Increase","year_freq","Class","Value","Class_Specify","Sex2","N_preharvest"
2029,"Jackson","Male","Adult",0.5,"Itterative",NA,64499,NA,NA,"N_preharvest"
2030,"Jackson","Male","Adult",0.5,"Itterative",NA,63720,NA,NA,"N_preharvest"
2031,"Jackson","Male","Adult",0.5,"Itterative",NA,63267,NA,NA,"N_preharvest"
2032,"Jackson","Male","Adult",0.5,"Itterative",NA,63657,NA,NA,"N_preharvest"
2033,"Jackson","Male","Adult",0.5,"Itterative",NA,63684,NA,NA,"N_preharvest"
2034,"Jackson","Male","Adult",0.5,"Itterative",NA,62679,NA,NA,"N_preharvest"
2035,"Jackson","Male","Adult",0.5,"Itterative",NA,62137,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,67540,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,65501,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,65231,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,65089,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,64832,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,64562,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,64271,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,63976,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,63680,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2026",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,67191,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,65335,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,65152,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,65052,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,64815,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,64554,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,64268,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,63974,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,63679,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2026",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,66842,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,65168,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,65073,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,65014,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,64797,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,64545,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,64263,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,63972,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,63678,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.3,"2026",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,66493,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,65003,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,64994,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,64977,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,64779,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,64537,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,64260,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,63971,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,63677,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.2,"2026",NA,63382,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,66145,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64837,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64916,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64940,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64761,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64528,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,64255,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,63968,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,63676,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.1,"2026",NA,63381,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,65446,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64505,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64757,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64864,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64726,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64511,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,64247,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,63964,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,63675,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.1,"2026",NA,63381,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,65097,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64340,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64679,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64827,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64708,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64503,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,64244,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,63962,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,63673,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.2,"2026",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64748,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64174,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64600,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64790,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64690,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64494,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,64240,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,63961,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,63673,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.3,"2026",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64400,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64008,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64522,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64752,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64672,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64485,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,64235,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,63958,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,63672,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.4,"2026",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64050,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,63842,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64443,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64715,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64655,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64478,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,64231,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,63957,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,63671,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.5,"2026",NA,63378,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,67540,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,66624,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,65765,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,65343,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,64953,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,64619,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,64298,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,63989,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,63686,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2027",NA,63386,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,67191,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,66199,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,65564,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,65248,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,64908,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,64598,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,64289,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,63984,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,63684,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2027",NA,63384,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,66842,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,65792,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,65369,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,65154,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,64863,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,64576,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,64279,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,63980,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,63682,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.3,"2027",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,66493,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,65401,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,65183,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,65066,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,64822,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,64556,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,64269,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,63975,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,63680,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.2,"2027",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,66145,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,65028,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,65007,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,64983,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,64782,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,64538,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,64260,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,63971,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,63677,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.1,"2027",NA,63382,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,65446,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64332,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64675,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64825,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64707,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64502,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,64243,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,63962,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,63673,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.1,"2027",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,65097,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64010,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64523,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64753,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64673,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64486,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,64235,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,63958,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,63672,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.2,"2027",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64748,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,63704,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64377,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64684,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64640,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64471,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,64228,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,63955,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,63670,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.3,"2027",NA,63378,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64400,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,63417,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64241,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64619,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64609,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64456,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,64222,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,63952,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,63669,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.4,"2027",NA,63378,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64050,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,63146,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64113,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64558,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64580,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64442,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,64214,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,63949,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,63668,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.5,"2027",NA,63377,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,67540,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,66624,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,66695,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,65785,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,65164,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,64719,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,64346,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,64011,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,63697,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.5,"2028",NA,63391,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,67191,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,66199,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,66265,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,65580,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,65065,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,64673,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,64324,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,64000,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,63691,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.4,"2028",NA,63388,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,66842,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,65792,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,65866,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,65391,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,64976,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,64630,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,64303,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,63990,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,63687,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.3,"2028",NA,63386,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,66493,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,65401,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,65496,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,65216,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,64893,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,64590,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,64285,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,63982,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,63683,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.2,"2028",NA,63384,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,66145,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,65028,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,65154,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,65053,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,64816,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,64554,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,64268,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,63974,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,63679,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",-0.1,"2028",NA,63383,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,65446,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64332,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64546,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64764,NA,NA,"N_preharvest"
2030,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64678,NA,NA,"N_preharvest"
2031,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64489,NA,NA,"N_preharvest"
2032,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,64236,NA,NA,"N_preharvest"
2033,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,63959,NA,NA,"N_preharvest"
2034,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,63672,NA,NA,"N_preharvest"
2035,"Jackson","Male","Mature (3.5+)",0.1,"2028",NA,63379,NA,NA,"N_preharvest"
2026,"Jackson","Male","Mature (3.5+)",0.2,"2028",NA,65097,NA,NA,"N_preharvest"
2027,"Jackson","Male","Mature (3.5+)",0.2,"2028",NA,64010,NA,NA,"N_preharvest"
2028,"Jackson","Male","Mature (3.5+)",0.2,"2028",NA,64279,NA,NA,"N_preharvest"
2029,"Jackson","Male","Mature (3.5+)",0.2,"2028",NA,64637,NA,NA,"N_preharvest"
